,Sox2,Gata2,Gata1,Pu1,Klf1
cell_130,0.6026000914658213,0.7278026472154551,0.3085705621924618,0.0,0.20370579310383333
cell_131,0.67205361657149,0.6328118865594141,0.23139529163515557,0.0,0.1595343389448802
cell_132,0.6779465828727829,0.7940696896317092,0.0,0.0,0.2131662718373432
cell_133,0.6372694574715401,0.0,0.18552835037229623,0.7191299731461565,0.11854794878595043
cell_134,0.656465335785503,0.7053259946611194,0.1620304804996249,0.0,0.1676165586495459
cell_135,0.6690208513783533,0.7010069528380735,0.0,0.7416589124907466,0.015277594976414247
cell_136,0.6093113030212226,0.0,0.0,0.0,0.0227105369094193
cell_137,0.732989781706523,0.7263480468523561,0.0,0.7703981728721788,0.0
cell_138,0.5757458500494981,0.6618202818998031,0.2625600524883979,0.0,0.008617488371251463
cell_139,0.6588131898746973,0.7737208533323229,0.16432278107149234,0.6951773808478496,0.08106582020312271
cell_140,0.70260697265018,0.6022586714503567,0.14954004427442924,0.0,0.036187373400083496
cell_141,0.6911917545558579,0.7023298821570045,0.0,0.7902934053076437,0.0
cell_142,0.6698096109945837,0.8026201164285303,0.10475684052742085,0.7651805150643106,0.0
cell_143,0.0,0.7871872769642532,0.17382013042781377,0.8352619425763906,0.025955170576831117
cell_144,0.715120957569001,0.0,0.12784130513606257,0.8551640409165302,0.0
cell_145,0.6296460436928404,0.7993638996214486,0.2290056458181711,0.7537736478107164,0.0
cell_146,0.0,0.7431917768042205,0.1344469484857675,0.745407220498635,0.0
cell_147,0.6389444315545358,0.7390223214126469,0.06887823569024099,0.7599617069704494,0.0
cell_148,0.7779195928857158,0.7979680313604083,0.02867929180287447,0.7882080161429759,0.0
cell_149,0.6870922749994379,0.7051230208352497,0.15894141542356818,0.8031244408149394,0.02397194882782592
cell_150,0.0,0.0,0.027417933299798206,0.9144647225666094,0.06387087048430229
cell_151,0.0,0.9061721159782266,0.12559368046345265,0.8729886449482814,0.0
cell_152,0.7922832810184335,0.7999615261396604,0.09018849622030584,0.9419183767623586,0.0
cell_153,0.7406020580671228,0.7861637505763156,0.07256848983353585,0.8665811586591534,0.03712734206571751
cell_154,0.7624456246866288,0.682338502346465,0.15853662297130713,0.8262531763108353,0.0
cell_155,0.7794326529153512,0.8327340674370859,0.0539324098982058,0.970947190132179,0.0
cell_156,0.6671328516832125,0.7509941006961638,0.17522510950858003,0.0,0.0
cell_157,0.7551614342572647,0.0,0.06790732563757382,0.8218655020279289,0.03549062184984697
cell_158,0.8137495768917739,0.7638404287503,0.11274165532597813,0.8963966261058222,0.0
cell_159,0.7420262230584801,0.7684779302854018,0.034702211752545564,0.0,0.0
cell_160,0.8031082655105459,0.8225925530950736,0.11846233062834961,0.8480554485643018,0.0
cell_161,0.0,0.8273951447152611,0.06121073407685763,0.8866388175258652,0.0
cell_162,0.7881556605363997,0.9168019335296248,0.06364646074377991,0.0,0.0
cell_163,0.7962838282554194,0.7930158197697323,0.14985973450652024,0.8790212172252931,0.05964984479353059
cell_164,0.7255146348356236,0.0,0.04838925605937227,0.8459080921110717,0.0
cell_165,0.0,0.0,0.08995028904431482,0.8469085228209271,0.0
cell_166,0.0,0.7990008213249368,0.0910886766096327,0.8730609166611522,0.0
cell_167,0.0,0.846353812700313,0.04059210174595839,0.0,0.0
cell_168,0.0,0.8449132245827834,0.09129602925718681,0.8360861483317565,0.04020957953232532
cell_169,0.8442357735628241,0.8960042933584854,0.0,0.8798309070591931,0.06018991634128842
cell_170,0.0,0.8754052993479786,0.10602759682709473,0.8974174243653837,0.0
cell_171,0.802479178041927,0.0,0.11382067981029578,0.0,0.0
cell_172,0.0,0.0,0.09088574161649239,0.8961743042719207,0.0
cell_173,0.0,0.9123558739853873,0.08329693045639111,0.8654623615085649,0.0
cell_174,0.0,0.8547421595418957,0.006533150143906069,0.8673369591639976,0.0
cell_175,0.8238562198838987,0.8557047209421629,0.11820340695206433,0.8651793866568286,0.0
cell_176,0.8641971775562676,0.8589822678323791,0.09489303838980388,0.9265722545758884,0.0
cell_177,0.8533644263262391,0.8631867394265901,0.11766017268779659,0.9031561378156113,0.0
cell_178,0.8370272264625656,0.8142974496287927,0.03500893597770337,0.8014533971713974,0.0
cell_179,0.9150109173613239,0.8495106044249974,0.12200947411504268,0.8965960260778776,0.0
cell_180,0.918767428599278,0.9085141834647589,0.0,0.9499603373413921,0.0
cell_181,0.8465306826434549,0.9148177707205547,0.0,0.9549134172914546,0.0
cell_182,0.7801079288135667,0.8597395693004265,0.0955049643241067,0.871248706383389,0.0
cell_183,0.9024179756155658,0.9010920516074911,0.034999456299055855,0.909719863027491,0.0
cell_184,0.0,0.8305859556134898,0.0,0.9005351672764255,0.0002793000263531148
cell_185,0.8119245881452797,0.8796735648304844,0.0,0.856534691956805,0.0
cell_186,0.8033934252980237,0.0,0.0,0.9266730192843877,0.0
cell_187,0.8622805063725347,0.8145030456525214,0.0,0.0,0.029476086942685283
cell_188,0.8274777353279673,0.9088585889517052,0.1372435414259986,0.9931396212390997,0.0
cell_189,0.8390275587542818,0.0,0.0,0.8796120447758503,0.0
cell_190,0.8623900894508141,0.0,0.06660128761251743,0.0,0.03788033012394863
cell_191,0.8424993775804702,0.8843745129119679,0.06697738637759909,0.9360108269285595,0.0
cell_192,0.8744034679698255,0.9379106160960791,0.06029750576454605,0.83197775217897,0.0
cell_193,0.9112256993188068,0.8877994248457515,0.020159868177214976,0.8719568273360702,0.0
cell_194,0.8535157795998184,0.8066660926567573,0.0394630946428838,0.9065441191632752,0.0
cell_195,0.8963586742934876,0.9081672025284127,0.12254351572755502,1.0204390505846517,0.0
cell_196,0.0,0.0,0.07278797648055593,0.9144105877628766,0.0
cell_197,0.9192578246840182,0.8681346653848683,0.09744949749245362,0.8951363166355841,0.019878219336705066
cell_198,0.8211693111527998,0.0,0.06969929026083325,0.8407181823663176,0.09412188591995792
cell_199,0.8839047698179859,0.0,0.04373281797073952,0.9009925390332374,0.0591999591121771
cell_200,0.928690118951956,0.0,0.09007530199426288,0.8446926738088019,0.0
cell_201,0.8681722585384959,0.9208897198274666,0.04941345090763444,0.9112881421313433,0.0
cell_202,0.9166116878621647,0.9103261593053471,0.0,0.86126327752859,0.0
cell_203,0.9743821761786854,0.0,0.10565133058913495,0.9834166131701477,0.0
cell_204,0.9486168151597157,0.8602969230004486,0.05944130140720355,0.9390681485776771,0.08072167055192857
cell_205,0.8862632736288112,0.9102550487063215,0.0,0.8407874541719704,0.018109976834172023
cell_206,0.0,0.8718224830745294,0.0832153517744271,0.9454302163523615,0.0
cell_207,0.0,0.9254569692860593,0.013664146882917637,0.9937455547884102,0.05449932476833319
cell_208,0.8887577870032425,0.0,0.11416988469960532,0.0,0.0
cell_209,0.9861994597080642,0.9188994134360271,0.17086308269974243,0.9346871449592331,0.009553690579047012
cell_210,1.0794177310312145,0.910658942127285,0.0,0.0,0.056791753568844826
cell_211,0.0,0.8746025558100157,0.09777612683599794,0.7576312201347551,0.0
cell_212,0.9791483391326861,0.8914144576696931,0.0,1.0141000016681896,0.0
cell_213,0.9149491424085311,0.9028232434196987,0.07923699963998133,0.8996573732818419,0.0
cell_214,0.9456699760629224,0.9178076441685908,0.07964567153355565,0.0,0.022057040501130207
cell_215,0.8741844207767411,0.0,0.0,0.0,0.008997216357719585
cell_216,0.9073250234777948,0.8895034240817848,0.09898022215805684,0.8665848907445914,0.01863743244546875
cell_217,0.9664670636535644,0.9822537627851842,0.0,0.0,0.08603841366728135
cell_218,1.0281790759565996,0.9539151507617183,0.09708514571146959,1.0619903094408971,0.0
cell_219,0.9118594944640102,0.971347447657381,0.10464434877257572,0.9233763551805443,0.0
cell_220,0.9758575941595187,0.9725668033534188,0.08540750714953303,0.0,0.06961058411811655
cell_221,0.9685646367437799,0.9534584921669613,0.0,1.0018878462054095,0.061355581599674434
cell_222,0.972681701847464,0.9370836295578459,0.013142885568456816,0.0,0.0
cell_223,0.9036931073279926,0.9596811688226692,0.06922541863868915,0.9442599575684837,0.0
cell_224,0.0,0.9347849322565216,0.0,0.954520645895275,0.008265896140735184
cell_225,0.9329114270217924,0.9295903786892823,0.0,0.9559221309133851,0.0
cell_226,1.0089900705926864,0.917716678044737,0.1148267057854025,0.8863471566769546,0.03189615463790076
cell_227,0.9186754947136475,0.9352556965838366,0.05910335231540877,0.9071171770369262,0.0
cell_228,0.9515560313589724,0.842110893870597,0.0,0.9696464771172542,0.0
cell_229,0.0,0.0,0.12127508909109838,0.0,0.0
cell_230,1.0053502276867774,0.0,0.0,0.9456022506971509,0.0
cell_231,0.9315465359149945,0.8044771649715545,0.0,0.9382017206680827,0.0
cell_232,0.9914756678900003,0.9296386723898189,0.08768655084443312,0.0,0.0
cell_233,0.9975192889306925,0.0,0.11177479112114189,1.0040794339959795,0.03293997803353299
cell_234,0.0,0.0,0.01828949334805772,0.89926802806966,0.0
cell_235,0.9572565050776911,0.9851696760390664,0.0,0.945695856930965,0.0
cell_236,0.9348851664282665,0.0,0.12121494493081203,0.8773021379418002,0.04322949715582796
cell_237,0.9610380341602106,0.9400325145866558,0.149120402859718,0.0,0.0
cell_238,0.8922265141106519,0.8903488502612753,0.0,0.8854887231533127,0.0
cell_239,0.9995468707327413,0.9470640040874038,0.08681735034315632,0.864251273870481,0.0
cell_240,0.0,0.9992350264243126,0.055222624288384294,0.0,0.0
cell_241,0.9283400049526249,1.0109226324507314,0.06301059268775289,0.8711814343773665,0.0
cell_242,0.0,0.0,0.0,0.8786529675329796,0.0
cell_243,0.9852380251505493,0.9679434236643049,0.10086522972036145,0.9003404459728411,0.0
cell_244,0.9214897108643908,0.9463404453469217,0.006629648457992535,0.9359056704442716,0.0
cell_245,0.9318484709221161,0.9881384122985821,0.0,0.0,0.0
cell_246,0.0,0.0,0.0,0.9189624583893655,0.07711427371371944
cell_247,0.9987326792663406,0.0,0.061598892418869775,0.8582655268661054,0.010317667959909448
cell_248,0.8695034430686134,0.8813671901789961,0.12917508715440082,0.9224259647431375,0.0
cell_249,0.9531293611119659,1.0691801597992008,0.12495607965287939,0.8847027153288662,0.0833405128714878
cell_250,0.9531788343921074,0.0,0.04384629979523869,0.8766168990687552,0.0
cell_251,0.9182988773967651,0.8928698893334398,0.11805199015703186,0.8654255341177793,0.0
cell_252,0.0,0.0,0.03555773622809613,0.9052603594435347,0.0
cell_253,0.898916641843244,0.9650053397570008,0.08775168947369553,0.0,0.0
cell_254,1.0296688351193164,0.8674506345616314,0.07617809986519987,1.0223858182261853,0.030560982716203073
cell_255,0.0,0.9214048414602487,0.03320463815133427,0.0,0.03268922936766227
cell_256,0.9487619559799889,0.0,0.0,0.9313368104149304,0.0
cell_257,0.9434603724789723,0.9645860016326885,0.11408166561058482,0.9594772834463059,0.11275618779717748
cell_258,1.0069565959366504,0.8935168461658214,0.032157599595735414,1.0399148978006278,0.0
cell_259,0.9450743917015355,1.017827779837517,0.15883085060850233,0.9207502570021291,0.012100115886534965
cell_260,0.864039395919417,0.8849118292418526,0.05479564889316543,0.923167691195914,0.0
cell_261,0.0,1.03968895228611,0.09627037738417862,0.9388492127887719,9.427176803693577e-05
cell_262,0.9340278224549019,0.9914056822309327,0.0,0.9170923057293268,0.0
cell_263,0.0,0.9353952814691727,0.11907163730400588,0.9832060228459809,0.0
cell_264,1.0203013956598017,0.0,0.08881248724494997,0.9419361263672049,0.0
cell_265,0.953385453957537,0.9284950438680328,0.0,0.9016394489334605,0.04787414109347297
cell_266,0.0,0.9930191911053501,0.09678449510273832,0.9117233771896535,0.0
cell_267,0.0,0.856402603652423,0.0,0.0,0.0
cell_268,0.0,0.967053984990698,0.1393187507147536,0.9752918096832275,0.018822734557439255
cell_269,0.8656511096950485,0.9034664643822939,0.08297520528333233,0.9220494143932504,0.0
cell_270,0.9795563490101658,1.0132003732760446,0.0,0.8719250997329313,0.021801275775147445
cell_271,0.8188144352789539,0.0,0.0,0.0,0.0
cell_272,0.9874466467469118,0.9428429930326853,0.0017900130169884176,0.0,0.0
cell_273,0.0,0.9744974175748563,0.10618336310536106,1.0285890436179503,0.0
cell_274,0.8987379458750572,0.0,0.057364922318718675,0.9364849107821202,0.009041834648030522
cell_275,0.8010752907311666,0.9378104216490034,0.08757454344659626,0.0,0.0
cell_276,0.8490146771181728,0.9274853527001194,0.14826126582607108,0.9132747696160324,0.0
cell_277,0.8802868841179327,1.0235841251951272,0.005366501576384741,0.9642484554982779,0.0055735334389238125
cell_278,1.0040976506653319,0.9876348259356612,0.0,0.8447830326229919,0.07148493767628589
cell_279,0.9782760880704862,0.8661420449176023,0.11042149617556551,0.8816662539785498,0.0
cell_280,0.8221714456114803,0.9673212207270963,0.0867337369181258,0.0,0.0726266981007052
cell_281,0.9332742700938519,0.9491655748994061,0.11065980974690431,0.8681494004417049,0.0
cell_282,0.8366791758346085,0.8741753374717125,0.0,0.0,0.10291365919133981
cell_283,0.8398256987290185,0.9270425399031025,0.06969219543889195,0.9473815215234644,0.029123456795407697
cell_284,0.9092440111210955,0.8691930561805508,0.0,0.9654445748535629,0.0
cell_285,0.9870139026967302,0.9049522700744552,0.041591798553927084,0.9354471506489823,0.0
cell_286,0.8166754517713285,0.9145056358106078,0.1530955990512448,0.0,0.0
cell_287,0.0,0.921524286707159,0.08753193012606914,0.98357012289217,0.0
cell_288,0.8864467296047335,0.8675129978380378,0.017167161869570652,0.9167735608070331,0.016183655903170564
cell_289,0.900658780988471,0.9520683768117271,0.12237558184699071,0.7995839954577724,0.0
cell_290,0.8198456013660302,0.9676595457142324,0.09026021387177274,0.9510193615182554,0.0
cell_291,0.0,0.8175473903597275,0.128223587481628,0.9026928523453647,0.0
cell_292,0.9185754471873419,0.993663457325266,0.0,0.9796032672400359,0.0
cell_293,0.7487420811764476,0.8908108734457413,0.0,0.0,0.005182924519578816
cell_294,0.0,0.9183770759148673,0.0627690389584184,0.8883320329310838,0.0
cell_295,0.8374720581972657,0.8912090904566821,0.018463298933540068,0.0,0.0
cell_296,0.8669487783991683,0.9019208686858448,0.06446979442715348,0.9445110102156947,0.040726488278229264
cell_297,0.8818571691422301,0.8163541215734849,0.050926209161615214,0.9527467682227059,0.025772931864978792
cell_298,0.8781729698266001,0.9182535430691959,0.031065204551042204,0.978255108832008,0.0
cell_299,0.8897542493590238,0.9003616678242558,0.0,0.8969686633552946,0.060190675523440845
cell_300,0.8072855915313024,0.8392517244637223,0.05939964257794737,0.8755089887190939,0.0
cell_301,0.8547780195574867,0.938247705848891,0.0463042388024436,0.9422159387231149,0.0
cell_302,0.8240677765774952,0.9030211105138173,0.0,0.9410201998583345,0.0
cell_303,0.8509549485562757,0.0,0.0506826176530681,0.0,0.0
cell_304,0.8182252855632519,0.0,0.0,0.0,0.0
cell_305,0.8261697520195537,1.0012587597443594,0.06518649293777577,0.9654427530138343,0.0
cell_306,0.8101937448957657,0.8942604159952282,0.05269059494861093,1.002672912418929,0.0
cell_307,0.8072130846442348,0.9578927815591622,0.06886445284433867,0.8848938900325097,0.011647335168779971
cell_308,0.8314546277086992,0.0,0.08839892126929066,0.9504528483358341,0.047288273748566916
cell_309,0.7456332309883844,0.8661135983596093,0.11787234091418189,0.936867802441754,0.011733244814008137
cell_310,0.8304365784263864,0.9307682410507031,0.0315592595465284,0.0,0.0
cell_311,0.8855455022641254,0.8284836608636265,0.06280901761534144,0.9020797226189656,0.0
cell_312,0.7014596084112672,0.8772274175455065,0.13533758577335653,0.9665252855877318,0.0
cell_313,0.7710580863298032,0.9649997330383278,0.0,0.9592338625535816,0.02541221658802615
cell_314,0.8093525694772137,0.8882682771308152,0.0,0.9561049914715198,0.0
cell_315,0.7131359601140053,0.8808986202018624,0.07748448425504124,0.9171052829319315,0.07952501869665281
cell_316,0.7421288524721311,0.9080741300423719,0.09419248250312727,1.0265817123680503,0.0
cell_317,0.7393934831007526,0.8453332545934408,0.1410970743714734,0.8665625015545566,0.08290057138914657
cell_318,0.8421683473188729,0.9090484611970516,0.0970363944661034,0.0,0.009110924546272691
cell_319,0.6862688347519559,0.845160224313979,0.08542728217700286,0.0,0.04754375941661215
cell_320,0.0,0.0,0.022378195732562285,0.8416065617178804,0.0
cell_321,0.0,0.0,0.09246967834064886,0.840219402904562,0.0
cell_322,0.0,0.9762608960183558,0.0,0.875249587624094,0.0
cell_323,0.6859310425319358,0.8735693500246642,0.0,0.8620901356437504,0.10805758918783391
cell_324,0.684877986283106,0.0,0.13107722662180443,0.0,0.0
cell_325,0.6414316790374908,0.8068464521413486,0.08712731040870628,0.0,0.0
cell_326,0.7205536437164584,0.8924965089076083,0.1145395948615379,0.0,0.0
cell_327,0.7600299011088927,0.8497353985340318,0.03888369479038917,0.0,0.061436156041426035
cell_328,0.8087304655896431,0.8109793949647127,0.0,0.9271485160007286,0.0
cell_329,0.7483750223018123,0.8153664812921086,0.18806036862398962,0.9022609451697512,0.0
cell_330,0.6462656406667426,0.0,0.0835090612627562,0.9085720062754283,0.03601889148013095
cell_331,0.6745762573790619,0.7626839070355372,0.0,0.9219053292447034,0.03551850823716789
cell_332,0.6537085288111568,0.7972823460161793,0.0,0.7982090507163748,0.0
cell_333,0.735008799604115,0.8088233816626418,0.006147153667824631,0.8817184334020829,0.0
cell_334,0.7943975981391896,0.829648696257421,0.03801501134314959,0.7909619017072517,0.0
cell_335,0.6786357890244736,0.8235788885250095,0.09049360120322368,0.0,0.0
cell_336,0.5994196270738938,0.8156450338406346,0.0,0.9525052988879408,0.0
cell_337,0.7577447753147761,0.7708312376355525,0.08924660824836139,0.8968315338668023,0.0
